plot,years,site,plant_id,size_t0,size_t1,surv,no_fl,SL,new_ind
1,2018 - 2019,Halle,1,6,4,1,0,3,0
1,2018 - 2019,Halle,2,4,6,1,0,3,0
1,2018 - 2019,Halle,2,4,6,1,0,3,0
1,2018 - 2019,Halle,3,3,1,1,0,3,0
1,2018 - 2019,Halle,4,5,2,1,0,3,0
1,2018 - 2019,Halle,5,5,3,1,0,3,0
1,2018 - 2019,Halle,5,4,3,1,0,3,0
1,2018 - 2019,Halle,6,5,5,1,0,3,0
1,2018 - 2019,Halle,6,NA,5,0,0,3,1
1,2018 - 2019,Halle,7,7,8,1,0,3,0
1,2018 - 2019,Halle,8,6,4,1,0,3,0
1,2018 - 2019,Halle,8,2,4,1,0,3,0
1,2018 - 2019,Halle,9,4,9,1,2,3,0
1,2018 - 2019,Halle,11,6,7,1,2,3,0
1,2018 - 2019,Halle,13,3,2,1,0,3,0
1,2018 - 2019,Halle,15,4,2,1,0,3,0
1,2018 - 2019,Halle,17,5,7,1,0,3,0
1,2018 - 2019,Halle,19,4,9,1,0,3,0
2,2018 - 2019,Halle,21,6,17,1,0,0,0
2,2018 - 2019,Halle,23,5,10,1,0,0,0
2,2018 - 2019,Halle,25,4,4,1,0,0,0
2,2018 - 2019,Halle,25,2,4,1,0,0,0
5,2018 - 2019,Halle,28,4,NA,0,0,2,0
5,2018 - 2019,Halle,32,4,NA,0,0,2,0
5,2018 - 2019,Halle,33,3,NA,0,0,2,0
5,2018 - 2019,Halle,34,3,NA,0,0,2,0
5,2018 - 2019,Halle,57,6,NA,0,0,2,0
5,2018 - 2019,Halle,45,3,NA,0,0,2,0
5,2018 - 2019,Halle,45,1,NA,0,0,2,0
5,2018 - 2019,Halle,44,4,NA,0,0,2,0
5,2018 - 2019,Halle,48,2,NA,0,0,2,0
5,2018 - 2019,Halle,41,4,5,1,0,2,0
5,2018 - 2019,Halle,37,7,5,1,0,2,0
5,2018 - 2019,Halle,38,6,5,1,0,2,0
5,2018 - 2019,Halle,36,7,5,1,1,2,0
5,2018 - 2019,Halle,42,8,4,1,1,2,0
5,2018 - 2019,Halle,29,2,NA,0,0,2,0
5,2018 - 2019,Halle,31,8,NA,0,1,2,0
5,2018 - 2019,Halle,46,5,4,1,1,2,0
5,2018 - 2019,Halle,43,5,NA,0,0,2,0
5,2018 - 2019,Halle,47,4,NA,0,0,2,0
6,2018 - 2019,Halle,66,4,NA,0,0,2,0
6,2018 - 2019,Halle,69,9,NA,0,0,2,0
6,2018 - 2019,Halle,69,5,NA,0,0,2,0
6,2018 - 2019,Halle,86,4,NA,0,0,2,0
6,2018 - 2019,Halle,71,5,NA,0,0,2,0
6,2018 - 2019,Halle,83,4,NA,0,1,2,0
6,2018 - 2019,Halle,89,4,NA,0,0,2,0
6,2018 - 2019,Halle,67,3,NA,0,0,2,0
6,2018 - 2019,Halle,67,4,NA,0,0,2,0
6,2018 - 2019,Halle,87,5,NA,0,0,2,0
6,2018 - 2019,Halle,70,3,NA,0,2,2,0
6,2018 - 2019,Halle,84,4,NA,0,0,2,0
6,2018 - 2019,Halle,85,3,NA,0,0,2,0
6,2018 - 2019,Halle,85,3,NA,0,0,2,0
6,2018 - 2019,Halle,85,3,NA,0,0,2,0
6,2018 - 2019,Halle,93,5,5,1,0,2,0
7,2018 - 2019,Halle,103,9,6,1,1,0,0
7,2018 - 2019,Halle,109,5,NA,0,0,0,0
7,2018 - 2019,Halle,109,4,NA,0,0,0,0
7,2018 - 2019,Halle,111,3,NA,0,0,0,0
7,2018 - 2019,Halle,110,5,4,1,2,0,0
7,2018 - 2019,Halle,108,4,1,1,0,0,0
7,2018 - 2019,Halle,105,4,3,1,0,0,0
4,2018 - 2019,Halle,92,5,NA,0,0,2,0
4,2018 - 2019,Halle,94,4,4,1,0,2,0
4,2018 - 2019,Halle,95,3,NA,0,0,2,0
4,2018 - 2019,Halle,96,4,NA,0,0,2,0
4,2018 - 2019,Halle,97,6,4,1,0,2,0
4,2018 - 2019,Halle,98,4,3,1,0,2,0
4,2018 - 2019,Halle,100,4,NA,0,0,2,0
4,2018 - 2019,Halle,104,3,NA,0,0,2,0
4,2018 - 2019,Halle,114,3,1,1,0,2,0
4,2018 - 2019,Halle,78,4,5,1,0,2,0
4,2018 - 2019,Halle,80,4,2,1,0,2,0
4,2018 - 2019,Halle,81,7,13,1,0,2,0
4,2018 - 2019,Halle,82,3,4,1,0,2,0
4,2018 - 2019,Halle,88,3,4,1,0,2,0
4,2018 - 2019,Halle,89,5,NA,0,0,2,0
4,2018 - 2019,Halle,90,5,3,1,0,2,0
4,2018 - 2019,Halle,91,4,NA,0,0,2,0
4,2018 - 2019,Halle,92,4,NA,0,0,2,0
4,2018 - 2019,Halle,102,50,NA,0,0,2,0
4,2018 - 2019,Halle,99,30,3,1,0,2,0
4,2018 - 2019,Halle,99,30,3,1,0,2,0
4,2018 - 2019,Halle,101,30,NA,0,0,2,0
4,2018 - 2019,Halle,53,4,NA,0,0,2,0
4,2018 - 2019,Halle,54,3,NA,0,0,2,0
4,2018 - 2019,Halle,55,5,4,1,0,2,0
4,2018 - 2019,Halle,56,6,4,1,0,2,0
4,2018 - 2019,Halle,59,10,13,1,2,2,0
4,2018 - 2019,Halle,59,4,13,1,0,2,0
4,2018 - 2019,Halle,60,6,8,1,1,2,0
4,2018 - 2019,Halle,61,5,4,1,0,2,0
4,2018 - 2019,Halle,62,20,3,1,0,2,0
4,2018 - 2019,Halle,63,4,3,1,0,2,0
4,2018 - 2019,Halle,64,5,13,1,0,2,0
4,2018 - 2019,Halle,65,6,16,1,0,2,0
4,2018 - 2019,Halle,72,6,4,1,0,2,0
4,2018 - 2019,Halle,74,5,11,1,0,2,0
4,2018 - 2019,Halle,75,6,4,1,1,2,0
4,2018 - 2019,Halle,76,4,3,1,0,2,0
4,2018 - 2019,Halle,77,2,3,1,0,2,0
4,2018 - 2019,Halle,79,2,NA,0,0,2,0
3,2018 - 2019,Halle,39,7,NA,0,0,1,0
3,2018 - 2019,Halle,40,3,NA,0,0,1,0
4,2018 - 2019,Halle,49,5,8,1,0,2,0
4,2018 - 2019,Halle,50,4,4,1,1,2,0
4,2018 - 2019,Halle,51,9,4,1,1,2,0
4,2018 - 2019,Halle,52,5,5,1,0,2,0
4,2018 - 2019,Halle,52,2,5,1,0,2,0
4,2018 - 2019,Halle,52,6,5,1,1,2,0
4,2018 - 2019,Halle,53,4,NA,0,0,2,0
3,2018 - 2019,Halle,10,5,3,1,2,1,0
3,2018 - 2019,Halle,12,5,3,1,0,1,0
3,2018 - 2019,Halle,14,3,3,1,0,1,0
3,2018 - 2019,Halle,16,6,4,1,0,1,0
3,2018 - 2019,Halle,16,4,4,1,0,1,0
3,2018 - 2019,Halle,16,3,4,1,0,1,0
3,2018 - 2019,Halle,18,5,4,1,2,1,0
3,2018 - 2019,Halle,20,3,NA,0,0,1,0
3,2018 - 2019,Halle,22,7,3,1,2,1,0
3,2018 - 2019,Halle,22,7,3,1,0,1,0
3,2018 - 2019,Halle,22,7,3,1,0,1,0
3,2018 - 2019,Halle,24,3,NA,0,0,1,0
3,2018 - 2019,Halle,26,7,4,1,1,1,0
3,2018 - 2019,Halle,30,5,8,1,0,1,0
3,2018 - 2019,Halle,27,5,NA,0,1,1,0
3,2018 - 2019,Halle,35,2,NA,0,0,1,0
3,2018 - 2019,Halle,35,5,NA,0,0,1,0
3,2018 - 2019,Halle,35,4,NA,0,0,1,0
P1,2018 - 2019,Halle,8,NA,4,0,0,0,1
P1,2018 - 2019,Halle,8,NA,4,0,0,0,1
P1,2018 - 2019,Halle,115,NA,4,0,0,0,1
P3,2018 - 2019,Halle,12,NA,3,0,0,0,1
P6,2018 - 2019,Halle,83,NA,NA,0,0,0,0
P6,2018 - 2019,Halle,87,NA,NA,0,0,0,0
P1,2019 - 2020,Halle,2,4,5,1,0,0,0
P1,2019 - 2020,Halle,2,6,5,1,0,0,0
P1,2019 - 2020,Halle,3,1,7,1,1,0,0
P1,2019 - 2020,Halle,4,3,NA,0,0,0,0
P1,2019 - 2020,Halle,5,3,2,1,0,0,0
P1,2019 - 2020,Halle,5,3,2,1,1,0,0
P1,2019 - 2020,Halle,6,4,6,1,0,0,0
P1,2019 - 2020,Halle,6,5,6,1,0,0,0
P1,2019 - 2020,Halle,7,8,7,1,0,0,0
P1,2019 - 2020,Halle,8,4,NA,0,0,0,0
P1,2019 - 2020,Halle,8,4,NA,0,0,0,0
P1,2019 - 2020,Halle,9,9,3,1,0,0,0
P1,2019 - 2020,Halle,11,7,5,1,0,0,0
P1,2019 - 2020,Halle,13,2,NA,0,0,0,0
P1,2019 - 2020,Halle,15,3,NA,0,0,0,0
P1,2019 - 2020,Halle,17,7,3,1,0,0,0
P1,2019 - 2020,Halle,19,9,NA,0,0,0,0
P1,2019 - 2020,Halle,4,2,NA,0,0,0,0
P1,2019 - 2020,Halle,115,4,2,1,0,0,0
P1,2019 - 2020,Halle,112,5,9,1,0,0,0
P2,2019 - 2020,Halle,15,2,NA,0,0,0,0
P2,2019 - 2020,Halle,21,17,9,1,0,0,0
P2,2019 - 2020,Halle,23,10,NA,0,0,0,0
P2,2019 - 2020,Halle,25,4,NA,0,0,0,0
P2,2019 - 2020,Halle,25,4,NA,0,0,0,0
P3,2019 - 2020,Halle,10,4,4,1,0,0,0
P3,2019 - 2020,Halle,12,3,NA,0,0,0,0
P3,2019 - 2020,Halle,14,3,NA,0,0,0,0
P3,2019 - 2020,Halle,16,3,NA,0,0,0,0
P3,2019 - 2020,Halle,16,6,NA,0,0,0,0
P3,2019 - 2020,Halle,16,4,NA,0,0,0,0
P3,2019 - 2020,Halle,18,4,NA,0,0,0,0
P3,2019 - 2020,Halle,22,3,NA,0,0,0,0
P3,2019 - 2020,Halle,22,2,NA,0,0,0,0
P3,2019 - 2020,Halle,22,3,NA,0,0,0,0
P3,2019 - 2020,Halle,26,4,NA,0,1,0,0
P3,2019 - 2020,Halle,30,8,NA,0,0,0,0
P4,2019 - 2020,Halle,10,3,4,1,0,0,0
P4,2019 - 2020,Halle,26,4,NA,0,0,0,0
P4,2019 - 2020,Halle,26,4,NA,0,0,0,0
P4,2019 - 2020,Halle,94,4,NA,0,0,0,0
P4,2019 - 2020,Halle,97,4,NA,0,0,0,0
P4,2019 - 2020,Halle,98,3,NA,0,0,0,0
P4,2019 - 2020,Halle,114,1,NA,0,0,0,0
P4,2019 - 2020,Halle,78,5,NA,0,2,0,0
P4,2019 - 2020,Halle,80,2,NA,0,0,0,0
P4,2019 - 2020,Halle,81,13,NA,0,0,0,0
P4,2019 - 2020,Halle,82,4,NA,0,0,0,0
P4,2019 - 2020,Halle,88,4,NA,0,0,0,0
P4,2019 - 2020,Halle,90,3,NA,0,0,0,0
P4,2019 - 2020,Halle,99,1,NA,0,0,0,0
P4,2019 - 2020,Halle,99,3,NA,0,0,0,0
P4,2019 - 2020,Halle,75,4,NA,0,0,0,0
P4,2019 - 2020,Halle,76,3,NA,0,0,0,0
P4,2019 - 2020,Halle,77,3,NA,0,0,0,0
P4,2019 - 2020,Halle,49,8,NA,0,0,0,0
P4,2019 - 2020,Halle,50,4,3,1,2,0,0
P4,2019 - 2020,Halle,51,4,NA,0,0,0,0
P4,2019 - 2020,Halle,52,2,NA,0,0,0,0
P4,2019 - 2020,Halle,52,9,NA,0,0,0,0
P4,2019 - 2020,Halle,52,5,NA,0,0,0,0
P5,2019 - 2020,Halle,55,4,NA,0,0,0,0
P5,2019 - 2020,Halle,56,4,NA,0,0,0,0
P5,2019 - 2020,Halle,59,3,NA,0,0,0,0
P5,2019 - 2020,Halle,59,13,NA,0,1,0,0
P5,2019 - 2020,Halle,60,8,NA,0,0,0,0
P5,2019 - 2020,Halle,61,4,NA,0,0,0,0
P5,2019 - 2020,Halle,62,3,NA,0,0,0,0
P5,2019 - 2020,Halle,63,3,NA,0,0,0,0
P5,2019 - 2020,Halle,64,13,NA,0,0,0,0
P5,2019 - 2020,Halle,65,16,NA,0,0,0,0
P5,2019 - 2020,Halle,72,4,NA,0,0,0,0
P5,2019 - 2020,Halle,74,11,NA,0,0,0,0
P5,2019 - 2020,Halle,34,NA,NA,0,0,1,0
P6,2019 - 2020,Halle,41,5,NA,0,0,1,0
P6,2019 - 2020,Halle,37,4,NA,0,0,1,0
P6,2019 - 2020,Halle,38,4,NA,0,0,1,0
P6,2019 - 2020,Halle,37,5,NA,0,0,1,0
P6,2019 - 2020,Halle,36,4,NA,0,0,1,0
P6,2019 - 2020,Halle,42,4,NA,0,2,1,0
P7,2019 - 2020,Halle,46,4,NA,0,0,1,0
P7,2019 - 2020,Halle,42,3,NA,0,0,1,0
P7,2019 - 2020,Halle,42,4,NA,0,0,1,0
P7,2019 - 2020,Halle,42,4,NA,0,0,1,0
P7,2019 - 2020,Halle,38,5,NA,0,0,1,0
NA,2019 - 2020,Halle,36,3,NA,0,0,1,0
NA,2019 - 2020,Halle,36,5,NA,0,0,1,0
NA,2019 - 2020,Halle,93,5,NA,0,0,0,0
NA,2019 - 2020,Halle,116,3,NA,0,0,0,0
NA,2019 - 2020,Halle,103,2,NA,0,0,0,0
NA,2019 - 2020,Halle,108,1,NA,0,0,0,0
NA,2019 - 2020,Halle,105,2,NA,0,0,0,0
NA,2019 - 2020,Halle,105,2,NA,0,0,0,0
NA,2019 - 2020,Halle,105,3,NA,0,0,0,0
NA,2019 - 2020,Halle,103,4,NA,0,0,0,0
NA,2019 - 2020,Halle,103,5,NA,0,0,0,0
NA,2019 - 2020,Halle,103,4,NA,0,0,0,0
NA,2019 - 2020,Halle,103,6,NA,0,0,0,0
P1,2019 - 2020,Halle,8,NA,2,0,0,2,1
P1,2019 - 2020,Halle,8,NA,NA,0,0,2,0
P1,2019 - 2020,Halle,115,NA,2,0,0,2,1
P2,2019 - 2020,Halle,123,NA,4,0,0,5,1
P3,2019 - 2020,Halle,12,NA,NA,0,0,3,0
P3,2019 - 2020,Halle,131,NA,2,0,0,3,1
P4,2019 - 2020,Halle,135,NA,5,0,0,8,1
P4,2019 - 2020,Halle,136,NA,3,0,0,8,1
P4,2019 - 2020,Halle,137,NA,3,0,0,8,1
P4,2019 - 2020,Halle,138,NA,3,0,0,8,1
P4,2019 - 2020,Halle,139,NA,3,0,0,8,1
P4,2019 - 2020,Halle,140,NA,4,0,0,8,1
P4,2019 - 2020,Halle,141,NA,4,0,0,8,1
P5,2019 - 2020,Halle,132,NA,3,0,0,5,1
P5,2019 - 2020,Halle,133,NA,3,0,0,5,1
P5,2019 - 2020,Halle,134,NA,4,0,0,5,1
P6,2019 - 2020,Halle,124,NA,3,0,0,2,1
P6,2019 - 2020,Halle,125,NA,4,0,0,2,1
P6,2019 - 2020,Halle,126,NA,3,0,0,2,1
P1,2020 - 2021,Halle,2,3,3,1,0,2,0
P1,2020 - 2021,Halle,2,5,3,1,1,2,0
P1,2020 - 2021,Halle,3,7,9,1,0,2,0
P1,2020 - 2021,Halle,4,6,6,1,0,2,0
P1,2020 - 2021,Halle,5,1,NA,0,0,2,0
P1,2020 - 2021,Halle,5,2,NA,0,0,2,0
P1,2020 - 2021,Halle,6,NA,6,0,0,2,1
P1,2020 - 2021,Halle,6,6,6,1,1,2,0
P1,2020 - 2021,Halle,7,7,17,1,0,2,0
P1,2020 - 2021,Halle,8,2,NA,0,0,2,0
P1,2020 - 2021,Halle,8,NA,NA,0,0,2,0
P1,2020 - 2021,Halle,9,3,4,1,0,2,0
P1,2020 - 2021,Halle,11,5,4,1,0,2,0
P2,2020 - 2021,Halle,17,3,3,1,0,2,0
P2,2020 - 2021,Halle,4,NA,6,0,0,2,1
P2,2020 - 2021,Halle,115,2,1,1,0,2,0
P2,2020 - 2021,Halle,112,9,11,1,1,2,0
P3,2020 - 2021,Halle,21,7,7,1,0,5,0
P4,2020 - 2021,Halle,21,9,7,1,0,5,0
P4,2020 - 2021,Halle,127,11,NA,0,0,5,0
P4,2020 - 2021,Halle,123,4,NA,0,0,5,0
P4,2020 - 2021,Halle,10,3,4,1,0,3,0
P5,2020 - 2021,Halle,10,4,4,1,0,3,0
P5,2020 - 2021,Halle,131,2,3,1,0,3,0
P6,2020 - 2021,Halle,135,5,7,1,0,8,0
P6,2020 - 2021,Halle,136,3,2,1,0,8,0
P6,2020 - 2021,Halle,137,3,NA,0,0,8,0
P6,2020 - 2021,Halle,138,3,4,1,0,8,0
P6,2020 - 2021,Halle,139,3,3,1,0,8,0
P7,2020 - 2021,Halle,140,4,2,1,0,8,0
NA,2020 - 2021,Halle,141,4,NA,0,0,8,0
NA,2020 - 2021,Halle,50,3,NA,0,0,6,0
NA,2020 - 2021,Halle,128,3,3,1,0,5,0
NA,2020 - 2021,Halle,129,3,13,1,0,5,0
NA,2020 - 2021,Halle,130,3,6,1,0,5,0
NA,2020 - 2021,Halle,132,3,5,1,0,5,0
NA,2020 - 2021,Halle,133,3,5,1,0,5,0
NA,2020 - 2021,Halle,134,4,NA,0,0,5,0
NA,2020 - 2021,Halle,119,3,NA,0,0,2,0
NA,2020 - 2021,Halle,120,3,5,1,0,2,0
NA,2020 - 2021,Halle,121,3,6,1,0,2,0
NA,2020 - 2021,Halle,122,3,NA,0,0,2,0
NA,2020 - 2021,Halle,124,3,4,1,0,2,0
NA,2020 - 2021,Halle,125,4,6,1,0,2,0
NA,2020 - 2021,Halle,126,3,NA,0,0,2,0
P1,2020 - 2021,Halle,8,NA,NA,0,0,0,0
P1,2020 - 2021,Halle,115,NA,1,0,0,0,1
P2,2020 - 2021,Halle,123,NA,NA,0,0,2,0
P2,2020 - 2021,Halle,0,NA,3,0,0,2,1
P3,2020 - 2021,Halle,131,NA,3,0,1,5,1
P3,2020 - 2021,Halle,178,NA,4,0,0,5,1
P4,2020 - 2021,Halle,135,NA,7,0,2,6,1
P4,2020 - 2021,Halle,136,NA,2,0,0,6,1
P4,2020 - 2021,Halle,137,NA,NA,0,0,6,0
P4,2020 - 2021,Halle,138,NA,4,0,0,6,1
P4,2020 - 2021,Halle,139,NA,3,0,0,6,1
P4,2020 - 2021,Halle,140,NA,2,0,0,6,1
P4,2020 - 2021,Halle,141,NA,5,0,0,6,1
P4,2020 - 2021,Halle,3392,NA,3,0,0,6,1
P4,2020 - 2021,Halle,179,NA,3,0,0,6,1
P4,2020 - 2021,Halle,3393,NA,4,0,0,6,1
P4,2020 - 2021,Halle,180,NA,4,0,0,6,1
P4,2020 - 2021,Halle,3395,NA,4,0,0,6,1
P4,2020 - 2021,Halle,3396,NA,4,0,0,6,1
P5,2020 - 2021,Halle,132,NA,5,0,1,1,1
